ug.test,%+,MFI+,MFI-,rSD-,SI,SI-iso,S:N,Row,pop,spec,Filename,Well.ID,Plate.ID,Prep.Date,Stain.Date,Experiment.Type,Plate.Row,Plate.Column,Stability.Time.point,Gating.Control,Target.Species,Specificity..CD.,Specificity..non.CD.,Isotype.Host.Species,Host.Species,Isotype..Heavy.Chain.,Isotype..Light.Chain.,Clone,Fluorochrome,Parameter,Batch.Number,ug.test,units,Sample.Type,Sample.Species,Sample.Strain,Donor.ID,spec1_name,Positive...Negative_1,spec2_name,Positive...Negative_2,spec3_name,Positive...Negative_3,gating_method,gating_argument,Optimal.with.units,BV421.Stain.Index,Doublet.discrimination,Viability.Fluorochrome,Viability.Parameter,Costain.Fluorochrome,Costain.Parameter,CS.T.Beads.Lot..,Notes,Cytometer
125,0.033,41562,2927,2014,9.6,9.5,14,D,Gran,80-100,Specimen_001_D4_D04_041.fcs,D4,FY21w5p8,3/18/2021,3/19/2021,S,D,4,1.5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.066,39959,3324,2042,9,8.9,12,D,Gran,80-100,Specimen_001_D5_D05_042.fcs,D5,FY21w5p8,3/18/2021,3/19/2021,S,D,5,1.5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.054,32340,2693,1744,8.5,8.5,12,D,Gran,80-100,Specimen_001_D6_D06_043.fcs,D6,FY21w5p8,3/18/2021,3/19/2021,S,D,6,1.5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.044,34595,3312,2034,7.7,7.6,10,D,Gran,80-100,Specimen_001_D7_D07_044.fcs,D7,FY21w5p8,3/18/2021,3/19/2021,S,D,7,1.5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.067,40940,3064,1912,9.9,9.9,13,D,Gran,80-100,Specimen_001_D8_D08_045.fcs,D8,FY21w5p8,3/18/2021,3/19/2021,S,D,8,1.5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.3,6123,46,137,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E2_E02_051.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,7758,51,159,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E3_E03_052.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,3.2,11142,68,215,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E4_E04_053.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3,11868,71,257,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E5_E05_054.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.6,13596,77,318,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E6_E06_055.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.6,13962,77,373,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E7_E07_056.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.7,17227,88,571,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_E8_E08_057.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.5,6433,44,138,23,23,147,E,Lymph,Jul-40,Specimen_001_E2_E02_051.fcs,E2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,8339,47,157,26,26,176,E,Lymph,Jul-40,Specimen_001_E3_E03_052.fcs,E3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,2.7,11159,60,215,26,26,185,E,Lymph,Jul-40,Specimen_001_E4_E04_053.fcs,E4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,2.9,11900,72,277,21,21,165,E,Lymph,Jul-40,Specimen_001_E5_E05_054.fcs,E5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.5,12943,81,330,19,19,160,E,Lymph,Jul-40,Specimen_001_E6_E06_055.fcs,E6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.3,13355,72,381,17,17,185,E,Lymph,Jul-40,Specimen_001_E7_E07_056.fcs,E7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.7,18665,79,599,16,16,236,E,Lymph,Jul-40,Specimen_001_E8_E08_057.fcs,E8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,4181,7218,NA,NA,NA,A,Mono,90-100,Specimen_001_E2_E02_051.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,5355,7812,NA,NA,NA,A,Mono,90-100,Specimen_001_E3_E03_052.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6239,9336,NA,NA,NA,A,Mono,90-100,Specimen_001_E4_E04_053.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,3890,8108,NA,NA,NA,A,Mono,90-100,Specimen_001_E5_E05_054.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5787,9421,NA,NA,NA,A,Mono,90-100,Specimen_001_E6_E06_055.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7091,10450,NA,NA,NA,A,Mono,90-100,Specimen_001_E7_E07_056.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,2465,7113,NA,NA,NA,A,Mono,90-100,Specimen_001_E8_E08_057.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,3928,7039,NA,NA,NA,E,Mono,90-100,Specimen_001_E2_E02_051.fcs,E2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,4321,7402,NA,NA,NA,E,Mono,90-100,Specimen_001_E3_E03_052.fcs,E3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,3015,7408,NA,NA,NA,E,Mono,90-100,Specimen_001_E4_E04_053.fcs,E4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,5558,8785,NA,NA,NA,E,Mono,90-100,Specimen_001_E5_E05_054.fcs,E5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5566,8238,NA,NA,NA,E,Mono,90-100,Specimen_001_E6_E06_055.fcs,E6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,4290,7928,NA,NA,NA,E,Mono,90-100,Specimen_001_E7_E07_056.fcs,E7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,6855,9666,NA,NA,NA,E,Mono,90-100,Specimen_001_E8_E08_057.fcs,E8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.052,62977,3261,2518,NA,NA,NA,A,Gran,80-100,Specimen_001_E2_E02_051.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.021,48752,2634,2141,NA,NA,NA,A,Gran,80-100,Specimen_001_E3_E03_052.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.09,38354,3100,2165,NA,NA,NA,A,Gran,80-100,Specimen_001_E4_E04_053.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.16,54671,3431,2145,NA,NA,NA,A,Gran,80-100,Specimen_001_E5_E05_054.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.12,30070,2801,1884,NA,NA,NA,A,Gran,80-100,Specimen_001_E6_E06_055.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.18,55794,3492,2173,NA,NA,NA,A,Gran,80-100,Specimen_001_E7_E07_056.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.2,42365,3190,2035,NA,NA,NA,A,Gran,80-100,Specimen_001_E8_E08_057.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.01,45948,3084,2385,9,9,15,E,Gran,80-100,Specimen_001_E2_E02_051.fcs,E2,FY21w5p8,3/18/2021,3/19/2021,S,E,2,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.054,43307,2596,2016,10,10,17,E,Gran,80-100,Specimen_001_E3_E03_052.fcs,E3,FY21w5p8,3/18/2021,3/19/2021,S,E,3,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.011,42280,2841,1967,10,10,15,E,Gran,80-100,Specimen_001_E4_E04_053.fcs,E4,FY21w5p8,3/18/2021,3/19/2021,S,E,4,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.084,43243,3314,1961,10,10,13,E,Gran,80-100,Specimen_001_E5_E05_054.fcs,E5,FY21w5p8,3/18/2021,3/19/2021,S,E,5,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.074,49211,2632,1723,14,13,19,E,Gran,80-100,Specimen_001_E6_E06_055.fcs,E6,FY21w5p8,3/18/2021,3/19/2021,S,E,6,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.12,30829,3201,1983,7,6.9,9.6,E,Gran,80-100,Specimen_001_E7_E07_056.fcs,E7,FY21w5p8,3/18/2021,3/19/2021,S,E,7,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.085,32634,3073,1894,7.8,7.8,11,E,Gran,80-100,Specimen_001_E8_E08_057.fcs,E8,FY21w5p8,3/18/2021,3/19/2021,S,E,8,2,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.3,6123,46,137,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F2_F02_063.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,7758,51,159,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F3_F03_064.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,F,3,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,3.2,11142,68,215,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F4_F04_065.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,F,4,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3,11868,71,257,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F5_F05_066.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,F,5,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.6,13596,77,318,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F6_F06_067.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,F,6,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.6,13962,77,373,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F7_F07_068.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,F,7,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.7,17227,88,571,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_F8_F08_069.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,F,8,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.2,5304,44,140,19,19,121,F,Lymph,Jul-40,Specimen_001_F2_F02_063.fcs,F2,FY21w5p8,3/18/2021,3/19/2021,S,F,2,3,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
